subj,Condition,Object,Time,timeBin,meanFix,sumFix,N
2221,Thematic,Target,-150,17,0.125,2,16
2221,Thematic,Competitor,-150,17,0,0,16
2221,Thematic,Unrelated,-150,17,0.15625,5,16
2221,Function,Target,-100,18,0.14285714285714285,2,14
2221,Function,Competitor,-100,18,0,0,14
2221,Function,Unrelated,-100,18,0.14285714285714285,4,14
2221,Thematic,Target,-100,18,0.0625,1,16
2221,Thematic,Competitor,-100,18,0.0625,1,16
2221,Thematic,Unrelated,-100,18,0.15625,5,16
2221,Function,Target,-50,19,0.14285714285714285,2,14
2221,Function,Competitor,-50,19,0,0,14
2221,Function,Unrelated,-50,19,0.14285714285714285,4,14
2221,Thematic,Target,-50,19,0.0625,1,16
2221,Thematic,Competitor,-50,19,0.0625,1,16
2221,Thematic,Unrelated,-50,19,0.125,4,16
2221,Function,Target,0,20,0.14285714285714285,2,14
2221,Function,Competitor,0,20,0,0,14
2221,Function,Unrelated,0,20,0.10714285714285714,3,14
2221,Thematic,Target,0,20,0.0625,1,16
2221,Thematic,Competitor,0,20,0.0625,1,16
2221,Thematic,Unrelated,0,20,0.15625,5,16
2221,Function,Target,50,21,0.14285714285714285,2,14
2221,Function,Competitor,50,21,0,0,14
2221,Function,Unrelated,50,21,0.10714285714285714,3,14
2221,Thematic,Target,50,21,0.0625,1,16
2221,Thematic,Competitor,50,21,0.125,2,16
2221,Thematic,Unrelated,50,21,0.15625,5,16
2221,Function,Target,100,22,0.14285714285714285,2,14
2221,Function,Competitor,100,22,0,0,14
2221,Function,Unrelated,100,22,0.10714285714285714,3,14
2221,Thematic,Target,100,22,0.0625,1,16
2221,Thematic,Competitor,100,22,0.125,2,16
2221,Thematic,Unrelated,100,22,0.125,4,16
2221,Function,Target,150,23,0.14285714285714285,2,14
2221,Function,Competitor,150,23,0,0,14
2221,Function,Unrelated,150,23,0.10714285714285714,3,14
2221,Thematic,Target,150,23,0.0625,1,16
2221,Thematic,Competitor,150,23,0.125,2,16
2221,Thematic,Unrelated,150,23,0.15625,5,16
2221,Function,Target,200,24,0.14285714285714285,2,14
2221,Function,Competitor,200,24,0,0,14
2221,Function,Unrelated,200,24,0.10714285714285714,3,14
2221,Thematic,Target,200,24,0.0625,1,16
2221,Thematic,Competitor,200,24,0.125,2,16
2221,Thematic,Unrelated,200,24,0.15625,5,16
2221,Function,Target,250,25,0.14285714285714285,2,14
2221,Function,Competitor,250,25,0,0,14
2221,Function,Unrelated,250,25,0.14285714285714285,4,14
2221,Thematic,Target,250,25,0.0625,1,16
2221,Thematic,Competitor,250,25,0.125,2,16
2221,Thematic,Unrelated,250,25,0.1875,6,16
2221,Function,Target,300,26,0.07142857142857142,1,14
2221,Function,Competitor,300,26,0,0,14
2221,Function,Unrelated,300,26,0.14285714285714285,4,14
2221,Thematic,Target,300,26,0.0625,1,16
2221,Thematic,Competitor,300,26,0.125,2,16
2221,Thematic,Unrelated,300,26,0.15625,5,16
2221,Function,Target,350,27,0.14285714285714285,2,14
2221,Function,Competitor,350,27,0.14285714285714285,2,14
2221,Function,Unrelated,350,27,0.14285714285714285,4,14
2221,Thematic,Target,350,27,0.125,2,16
2221,Thematic,Competitor,350,27,0.1875,3,16
2221,Thematic,Unrelated,350,27,0.15625,5,16
2221,Function,Target,400,28,0.14285714285714285,2,14
2221,Function,Competitor,400,28,0.14285714285714285,2,14
2221,Function,Unrelated,400,28,0.17857142857142858,5,14
2221,Thematic,Target,400,28,0.125,2,16
2221,Thematic,Competitor,400,28,0.125,2,16
2221,Thematic,Unrelated,400,28,0.15625,5,16
2221,Function,Target,450,29,0.21428571428571427,3,14
2221,Function,Competitor,450,29,0.14285714285714285,2,14
2221,Function,Unrelated,450,29,0.21428571428571427,6,14
2221,Thematic,Target,450,29,0.1875,3,16
2221,Thematic,Competitor,450,29,0.125,2,16
2221,Thematic,Unrelated,450,29,0.15625,5,16
2221,Function,Target,500,30,0.21428571428571427,3,14
2221,Function,Competitor,500,30,0.14285714285714285,2,14
2221,Function,Unrelated,500,30,0.21428571428571427,6,14
2221,Thematic,Target,500,30,0.1875,3,16
2221,Thematic,Competitor,500,30,0.1875,3,16
2221,Thematic,Unrelated,500,30,0.1875,6,16
2221,Function,Target,550,31,0.21428571428571427,3,14
2221,Function,Competitor,550,31,0.21428571428571427,3,14
2221,Function,Unrelated,550,31,0.10714285714285714,3,14
2221,Thematic,Target,550,31,0.1875,3,16
2221,Thematic,Competitor,550,31,0.125,2,16
2221,Thematic,Unrelated,550,31,0.15625,5,16
2221,Function,Target,600,32,0.14285714285714285,2,14
2221,Function,Competitor,600,32,0.21428571428571427,3,14
2221,Function,Unrelated,600,32,0.14285714285714285,4,14
2221,Thematic,Target,600,32,0.1875,3,16
2221,Thematic,Competitor,600,32,0.0625,1,16
2221,Thematic,Unrelated,600,32,0.1875,6,16
2221,Function,Target,650,33,0.14285714285714285,2,14
2221,Function,Competitor,650,33,0.21428571428571427,3,14
2221,Function,Unrelated,650,33,0.10714285714285714,3,14
2221,Thematic,Target,650,33,0.3125,5,16
2221,Thematic,Competitor,650,33,0.0625,1,16
2221,Thematic,Unrelated,650,33,0.15625,5,16
2221,Function,Target,700,34,0.14285714285714285,2,14
2221,Function,Competitor,700,34,0.21428571428571427,3,14
2221,Function,Unrelated,700,34,0.14285714285714285,4,14
2221,Thematic,Target,700,34,0.3125,5,16
2221,Thematic,Competitor,700,34,0.1875,3,16
2221,Thematic,Unrelated,700,34,0.125,4,16
2221,Function,Target,750,35,0.21428571428571427,3,14
2221,Function,Competitor,750,35,0.14285714285714285,2,14
2221,Function,Unrelated,750,35,0.17857142857142858,5,14
2221,Thematic,Target,750,35,0.3125,5,16
2221,Thematic,Competitor,750,35,0.1875,3,16
2221,Thematic,Unrelated,750,35,0.125,4,16
2221,Function,Target,800,36,0.21428571428571427,3,14
2221,Function,Competitor,800,36,0.14285714285714285,2,14
2221,Function,Unrelated,800,36,0.17857142857142858,5,14
2221,Thematic,Target,800,36,0.25,4,16
2221,Thematic,Competitor,800,36,0.125,2,16
2221,Thematic,Unrelated,800,36,0.125,4,16
2221,Function,Target,850,37,0.2857142857142857,4,14
2221,Function,Competitor,850,37,0.14285714285714285,2,14
2221,Function,Unrelated,850,37,0.14285714285714285,4,14
2221,Thematic,Target,850,37,0.125,2,16
2221,Thematic,Competitor,850,37,0.125,2,16
2221,Thematic,Unrelated,850,37,0.15625,5,16
2221,Function,Target,900,38,0.35714285714285715,5,14
2221,Function,Competitor,900,38,0.07142857142857142,1,14
2221,Function,Unrelated,900,38,0.17857142857142858,5,14
2221,Thematic,Target,900,38,0.125,2,16
2221,Thematic,Competitor,900,38,0.125,2,16
2221,Thematic,Unrelated,900,38,0.1875,6,16
2221,Function,Target,950,39,0.35714285714285715,5,14
2221,Function,Competitor,950,39,0,0,14
2221,Function,Unrelated,950,39,0.21428571428571427,6,14
2221,Thematic,Target,950,39,0.125,2,16
2221,Thematic,Competitor,950,39,0.125,2,16
2221,Thematic,Unrelated,950,39,0.1875,6,16
2221,Function,Target,1000,40,0.21428571428571427,3,14
2221,Function,Competitor,1000,40,0.07142857142857142,1,14
2221,Function,Unrelated,1000,40,0.25,7,14
2221,Thematic,Target,1000,40,0.3125,5,16
2221,Thematic,Competitor,1000,40,0.0625,1,16
2221,Thematic,Unrelated,1000,40,0.1875,6,16
2221,Function,Target,1050,41,0.21428571428571427,3,14
2221,Function,Competitor,1050,41,0.14285714285714285,2,14
2221,Function,Unrelated,1050,41,0.21428571428571427,6,14
2221,Thematic,Target,1050,41,0.375,6,16
2221,Thematic,Competitor,1050,41,0.0625,1,16
2221,Thematic,Unrelated,1050,41,0.1875,6,16
2221,Function,Target,1100,42,0.21428571428571427,3,14
2221,Function,Competitor,1100,42,0.21428571428571427,3,14
2221,Function,Unrelated,1100,42,0.21428571428571427,6,14
2221,Thematic,Target,1100,42,0.4375,7,16
2221,Thematic,Competitor,1100,42,0.0625,1,16
2221,Thematic,Unrelated,1100,42,0.15625,5,16
2221,Function,Target,1150,43,0.21428571428571427,3,14
2221,Function,Competitor,1150,43,0.21428571428571427,3,14
2221,Function,Unrelated,1150,43,0.21428571428571427,6,14
2221,Thematic,Target,1150,43,0.4375,7,16
2221,Thematic,Competitor,1150,43,0.0625,1,16
2221,Thematic,Unrelated,1150,43,0.1875,6,16
2221,Function,Target,1200,44,0.35714285714285715,5,14
2221,Function,Competitor,1200,44,0.21428571428571427,3,14
2221,Function,Unrelated,1200,44,0.17857142857142858,5,14
2221,Thematic,Target,1200,44,0.375,6,16
2221,Thematic,Competitor,1200,44,0.1875,3,16
2221,Thematic,Unrelated,1200,44,0.125,4,16
2221,Function,Target,1250,45,0.42857142857142855,6,14
2221,Function,Competitor,1250,45,0.07142857142857142,1,14
2221,Function,Unrelated,1250,45,0.14285714285714285,4,14
2221,Thematic,Target,1250,45,0.4375,7,16
2221,Thematic,Competitor,1250,45,0.1875,3,16
2221,Thematic,Unrelated,1250,45,0.09375,3,16
2221,Function,Target,1300,46,0.5,7,14
2221,Function,Competitor,1300,46,0.07142857142857142,1,14
2221,Function,Unrelated,1300,46,0.14285714285714285,4,14
2221,Thematic,Target,1300,46,0.375,6,16
2221,Thematic,Competitor,1300,46,0.1875,3,16
2221,Thematic,Unrelated,1300,46,0.125,4,16
2221,Function,Target,1350,47,0.42857142857142855,6,14
2221,Function,Competitor,1350,47,0.07142857142857142,1,14
2221,Function,Unrelated,1350,47,0.17857142857142858,5,14
2221,Thematic,Target,1350,47,0.4375,7,16
2221,Thematic,Competitor,1350,47,0.125,2,16
2221,Thematic,Unrelated,1350,47,0.125,4,16
2221,Function,Target,1400,48,0.42857142857142855,6,14
2221,Function,Competitor,1400,48,0,0,14
2221,Function,Unrelated,1400,48,0.21428571428571427,6,14
2221,Thematic,Target,1400,48,0.5,8,16
2221,Thematic,Competitor,1400,48,0.125,2,16
2221,Thematic,Unrelated,1400,48,0.09375,3,16
2221,Function,Target,1450,49,0.5,7,14
2221,Function,Competitor,1450,49,0,0,14
2221,Function,Unrelated,1450,49,0.21428571428571427,6,14
2221,Thematic,Target,1450,49,0.5,8,16
2221,Thematic,Competitor,1450,49,0.1875,3,16
2221,Thematic,Unrelated,1450,49,0.0625,2,16
2221,Function,Target,1500,50,0.5714285714285714,8,14
2221,Function,Competitor,1500,50,0,0,14
2221,Function,Unrelated,1500,50,0.14285714285714285,4,14
2221,Thematic,Target,1500,50,0.5625,9,16
2221,Thematic,Competitor,1500,50,0.1875,3,16
2221,Thematic,Unrelated,1500,50,0.03125,1,16
2221,Function,Target,1550,51,0.42857142857142855,6,14
2221,Function,Competitor,1550,51,0,0,14
2221,Function,Unrelated,1550,51,0.17857142857142858,5,14
2221,Thematic,Target,1550,51,0.375,6,16
2221,Thematic,Competitor,1550,51,0.1875,3,16
2221,Thematic,Unrelated,1550,51,0.09375,3,16
2221,Function,Target,1600,52,0.5,7,14
2221,Function,Competitor,1600,52,0.07142857142857142,1,14
2221,Function,Unrelated,1600,52,0.14285714285714285,4,14
2221,Thematic,Target,1600,52,0.375,6,16
2221,Thematic,Competitor,1600,52,0.1875,3,16
2221,Thematic,Unrelated,1600,52,0.09375,3,16
2221,Function,Target,1650,53,0.5,7,14
2221,Function,Competitor,1650,53,0.07142857142857142,1,14
2221,Function,Unrelated,1650,53,0.14285714285714285,4,14
2221,Thematic,Target,1650,53,0.4375,7,16
2221,Thematic,Competitor,1650,53,0.0625,1,16
2221,Thematic,Unrelated,1650,53,0.125,4,16
2221,Function,Target,1700,54,0.6428571428571429,9,14
2221,Function,Competitor,1700,54,0.07142857142857142,1,14
2221,Function,Unrelated,1700,54,0.07142857142857142,2,14
2221,Thematic,Target,1700,54,0.375,6,16
2221,Thematic,Competitor,1700,54,0.125,2,16
2221,Thematic,Unrelated,1700,54,0.125,4,16
2221,Function,Target,1750,55,0.6428571428571429,9,14
2221,Function,Competitor,1750,55,0.07142857142857142,1,14
2221,Function,Unrelated,1750,55,0.07142857142857142,2,14
2221,Thematic,Target,1750,55,0.375,6,16
2221,Thematic,Competitor,1750,55,0.125,2,16
2221,Thematic,Unrelated,1750,55,0.125,4,16
2221,Function,Target,1800,56,0.7142857142857143,10,14
2221,Function,Competitor,1800,56,0.07142857142857142,1,14
2221,Function,Unrelated,1800,56,0.03571428571428571,1,14
2221,Thematic,Target,1800,56,0.375,6,16
2221,Thematic,Competitor,1800,56,0.125,2,16
2221,Thematic,Unrelated,1800,56,0.125,4,16
2221,Function,Target,1850,57,0.7142857142857143,10,14
2221,Function,Competitor,1850,57,0.07142857142857142,1,14
2221,Function,Unrelated,1850,57,0.07142857142857142,2,14
2221,Thematic,Target,1850,57,0.375,6,16
2221,Thematic,Competitor,1850,57,0.0625,1,16
2221,Thematic,Unrelated,1850,57,0.15625,5,16
2221,Function,Target,1900,58,0.7857142857142857,11,14
2221,Function,Competitor,1900,58,0.07142857142857142,1,14
2221,Function,Unrelated,1900,58,0.07142857142857142,2,14
2221,Thematic,Target,1900,58,0.5,8,16
2221,Thematic,Competitor,1900,58,0.0625,1,16
2221,Thematic,Unrelated,1900,58,0.125,4,16
2221,Function,Target,1950,59,0.7857142857142857,11,14
2221,Function,Competitor,1950,59,0.07142857142857142,1,14
2221,Function,Unrelated,1950,59,0.07142857142857142,2,14
2221,Thematic,Target,1950,59,0.4375,7,16
2221,Thematic,Competitor,1950,59,0.0625,1,16
2221,Thematic,Unrelated,1950,59,0.09375,3,16
2221,Function,Target,2000,60,0.8571428571428571,12,14
2221,Function,Competitor,2000,60,0.07142857142857142,1,14
2221,Function,Unrelated,2000,60,0.03571428571428571,1,14
2221,Thematic,Target,2000,60,0.5,8,16
2221,Thematic,Competitor,2000,60,0,0,16
2221,Thematic,Unrelated,2000,60,0.09375,3,16
2221,Function,Target,2050,61,0.7857142857142857,11,14
2221,Function,Competitor,2050,61,0.07142857142857142,1,14
2221,Function,Unrelated,2050,61,0.07142857142857142,2,14
2221,Thematic,Target,2050,61,0.5625,9,16
2221,Thematic,Competitor,2050,61,0.0625,1,16
2221,Thematic,Unrelated,2050,61,0.0625,2,16
2221,Function,Target,2100,62,0.7857142857142857,11,14
2221,Function,Competitor,2100,62,0.07142857142857142,1,14
2221,Function,Unrelated,2100,62,0.07142857142857142,2,14
2221,Thematic,Target,2100,62,0.5625,9,16
2221,Thematic,Competitor,2100,62,0.0625,1,16
2221,Thematic,Unrelated,2100,62,0.0625,2,16
2221,Function,Target,2150,63,0.7857142857142857,11,14
2221,Function,Competitor,2150,63,0.07142857142857142,1,14
2221,Function,Unrelated,2150,63,0.03571428571428571,1,14
2221,Thematic,Target,2150,63,0.5625,9,16
2221,Thematic,Competitor,2150,63,0.0625,1,16
2221,Thematic,Unrelated,2150,63,0.0625,2,16
2221,Function,Target,2200,64,0.8571428571428571,12,14
2221,Function,Competitor,2200,64,0,0,14
2221,Function,Unrelated,2200,64,0.07142857142857142,2,14
2221,Thematic,Target,2200,64,0.5625,9,16
2221,Thematic,Competitor,2200,64,0.0625,1,16
2221,Thematic,Unrelated,2200,64,0.0625,2,16
2221,Function,Target,2250,65,0.8571428571428571,12,14
2221,Function,Competitor,2250,65,0,0,14
2221,Function,Unrelated,2250,65,0.07142857142857142,2,14
2221,Thematic,Target,2250,65,0.5625,9,16
2221,Thematic,Competitor,2250,65,0.0625,1,16
2221,Thematic,Unrelated,2250,65,0.03125,1,16
2221,Function,Target,2300,66,0.8571428571428571,12,14
2221,Function,Competitor,2300,66,0,0,14
2221,Function,Unrelated,2300,66,0.07142857142857142,2,14
2221,Thematic,Target,2300,66,0.625,10,16
2221,Thematic,Competitor,2300,66,0.0625,1,16
2221,Thematic,Unrelated,2300,66,0.03125,1,16
2221,Function,Target,2350,67,0.8571428571428571,12,14
2221,Function,Competitor,2350,67,0,0,14
2221,Function,Unrelated,2350,67,0.07142857142857142,2,14
2221,Thematic,Target,2350,67,0.5625,9,16
2221,Thematic,Competitor,2350,67,0.0625,1,16
2221,Thematic,Unrelated,2350,67,0.03125,1,16
2221,Function,Target,2400,68,0.8571428571428571,12,14
2221,Function,Competitor,2400,68,0,0,14
2221,Function,Unrelated,2400,68,0.03571428571428571,1,14
2221,Thematic,Target,2400,68,0.625,10,16
2221,Thematic,Competitor,2400,68,0,0,16
2221,Thematic,Unrelated,2400,68,0,0,16
2221,Function,Target,2450,69,0.8571428571428571,12,14
2221,Function,Competitor,2450,69,0,0,14
2221,Function,Unrelated,2450,69,0.03571428571428571,1,14
2221,Thematic,Target,2450,69,0.5625,9,16
2221,Thematic,Competitor,2450,69,0,0,16
2221,Thematic,Unrelated,2450,69,0,0,16
2221,Function,Target,2500,70,0.7857142857142857,11,14
2221,Function,Competitor,2500,70,0,0,14
2221,Function,Unrelated,2500,70,0.03571428571428571,1,14
2221,Thematic,Target,2500,70,0.5625,9,16
2221,Thematic,Competitor,2500,70,0,0,16
2221,Thematic,Unrelated,2500,70,0,0,16
2221,Function,Target,2550,71,0.7857142857142857,11,14
2221,Function,Competitor,2550,71,0,0,14
2221,Function,Unrelated,2550,71,0.03571428571428571,1,14
2221,Thematic,Target,2550,71,0.5,8,16
2221,Thematic,Competitor,2550,71,0,0,16
2221,Thematic,Unrelated,2550,71,0,0,16
2221,Function,Target,2600,72,0.7142857142857143,10,14
2221,Function,Competitor,2600,72,0,0,14
2221,Function,Unrelated,2600,72,0.03571428571428571,1,14
2221,Thematic,Target,2600,72,0.5,8,16
2221,Thematic,Competitor,2600,72,0,0,16
2221,Thematic,Unrelated,2600,72,0,0,16
2221,Function,Target,2650,73,0.6428571428571429,9,14
2221,Function,Competitor,2650,73,0,0,14
2221,Function,Unrelated,2650,73,0.03571428571428571,1,14
2221,Thematic,Target,2650,73,0.5,8,16
2221,Thematic,Competitor,2650,73,0,0,16
2221,Thematic,Unrelated,2650,73,0,0,16
2221,Function,Target,2700,74,0.5714285714285714,8,14
2221,Function,Competitor,2700,74,0,0,14
2221,Function,Unrelated,2700,74,0.03571428571428571,1,14
2221,Thematic,Target,2700,74,0.4375,7,16
2221,Thematic,Competitor,2700,74,0,0,16
2221,Thematic,Unrelated,2700,74,0,0,16
2221,Function,Target,2750,75,0.5714285714285714,8,14
2221,Function,Competitor,2750,75,0,0,14
2221,Function,Unrelated,2750,75,0.03571428571428571,1,14
2221,Thematic,Target,2750,75,0.4375,7,16
2221,Thematic,Competitor,2750,75,0,0,16
2221,Thematic,Unrelated,2750,75,0,0,16
2221,Function,Target,2800,76,0.6428571428571429,9,14
2221,Function,Competitor,2800,76,0,0,14
2221,Function,Unrelated,2800,76,0,0,14
2221,Thematic,Target,2800,76,0.4375,7,16
2221,Thematic,Competitor,2800,76,0,0,16
2221,Thematic,Unrelated,2800,76,0,0,16
2221,Function,Target,2850,77,0.6428571428571429,9,14
2221,Function,Competitor,2850,77,0,0,14
2221,Function,Unrelated,2850,77,0,0,14
2221,Thematic,Target,2850,77,0.4375,7,16
2221,Thematic,Competitor,2850,77,0,0,16
2221,Thematic,Unrelated,2850,77,0,0,16
2221,Function,Target,2900,78,0.6428571428571429,9,14
2221,Function,Competitor,2900,78,0,0,14
2221,Function,Unrelated,2900,78,0,0,14
2221,Thematic,Target,2900,78,0.5,8,16
2221,Thematic,Competitor,2900,78,0,0,16
2221,Thematic,Unrelated,2900,78,0,0,16
2221,Function,Target,2950,79,0.6428571428571429,9,14
2221,Function,Competitor,2950,79,0,0,14
2221,Function,Unrelated,2950,79,0,0,14
2221,Thematic,Target,2950,79,0.5,8,16
2221,Thematic,Competitor,2950,79,0,0,16
2221,Thematic,Unrelated,2950,79,0,0,16
2221,Function,Target,3000,80,0.5714285714285714,8,14
2221,Function,Competitor,3000,80,0,0,14
2221,Function,Unrelated,3000,80,0,0,14
2221,Thematic,Target,3000,80,0.4375,7,16
2221,Thematic,Competitor,3000,80,0,0,16
2221,Thematic,Unrelated,3000,80,0.03125,1,16
1088,Function,Target,-1000,0,0,0,15
1088,Function,Competitor,-1000,0,0,0,15
1088,Function,Unrelated,-1000,0,0,0,15
1088,Thematic,Target,-1000,0,0,0,15
1088,Thematic,Competitor,-1000,0,0,0,15
1088,Thematic,Unrelated,-1000,0,0,0,15
1088,Function,Target,-950,1,0,0,15
1088,Function,Competitor,-950,1,0,0,15
1088,Function,Unrelated,-950,1,0,0,15
1088,Thematic,Target,-950,1,0,0,15
1088,Thematic,Competitor,-950,1,0,0,15
1088,Thematic,Unrelated,-950,1,0,0,15
1088,Function,Target,-900,2,0,0,15
1088,Function,Competitor,-900,2,0,0,15
1088,Function,Unrelated,-900,2,0,0,15
1088,Thematic,Target,-900,2,0,0,15
1088,Thematic,Competitor,-900,2,0,0,15
1088,Thematic,Unrelated,-900,2,0,0,15
1088,Function,Target,-850,3,0,0,15
1088,Function,Competitor,-850,3,0,0,15
1088,Function,Unrelated,-850,3,0,0,15
1088,Thematic,Target,-850,3,0,0,15
1088,Thematic,Competitor,-850,3,0,0,15
1088,Thematic,Unrelated,-850,3,0,0,15
1088,Function,Target,-800,4,0,0,15
1088,Function,Competitor,-800,4,0.13333333333333333,2,15
1088,Function,Unrelated,-800,4,0,0,15
1088,Thematic,Target,-800,4,0,0,15
1088,Thematic,Competitor,-800,4,0,0,15
1088,Thematic,Unrelated,-800,4,0.03333333333333333,1,15
1088,Function,Target,-750,5,0.06666666666666667,1,15
1088,Function,Competitor,-750,5,0.13333333333333333,2,15
1088,Function,Unrelated,-750,5,0.06666666666666667,2,15
1088,Thematic,Target,-750,5,0.2,3,15
1088,Thematic,Competitor,-750,5,0.13333333333333333,2,15
1088,Thematic,Unrelated,-750,5,0.03333333333333333,1,15
1088,Function,Target,-700,6,0.06666666666666667,1,15
1088,Function,Competitor,-700,6,0.2,3,15
1088,Function,Unrelated,-700,6,0.06666666666666667,2,15
1088,Thematic,Target,-700,6,0.26666666666666666,4,15
1088,Thematic,Competitor,-700,6,0.13333333333333333,2,15
1088,Thematic,Unrelated,-700,6,0.1,3,15
1088,Function,Target,-650,7,0.13333333333333333,2,15
1088,Function,Competitor,-650,7,0.13333333333333333,2,15
1088,Function,Unrelated,-650,7,0.06666666666666667,2,15
1088,Thematic,Target,-650,7,0.26666666666666666,4,15
1088,Thematic,Competitor,-650,7,0.13333333333333333,2,15
1088,Thematic,Unrelated,-650,7,0.1,3,15
1088,Function,Target,-600,8,0.26666666666666666,4,15
1088,Function,Competitor,-600,8,0.13333333333333333,2,15
1088,Function,Unrelated,-600,8,0.06666666666666667,2,15
1088,Thematic,Target,-600,8,0.26666666666666666,4,15
1088,Thematic,Competitor,-600,8,0.13333333333333333,2,15
1088,Thematic,Unrelated,-600,8,0.06666666666666667,2,15
1088,Function,Target,-550,9,0.26666666666666666,4,15
1088,Function,Competitor,-550,9,0.06666666666666667,1,15
1088,Function,Unrelated,-550,9,0.03333333333333333,1,15
1088,Thematic,Target,-550,9,0.2,3,15
1088,Thematic,Competitor,-550,9,0.13333333333333333,2,15
1088,Thematic,Unrelated,-550,9,0.03333333333333333,1,15
1088,Function,Target,-500,10,0.2,3,15
1088,Function,Competitor,-500,10,0.13333333333333333,2,15
1088,Function,Unrelated,-500,10,0.06666666666666667,2,15
1088,Thematic,Target,-500,10,0.26666666666666666,4,15
1088,Thematic,Competitor,-500,10,0.13333333333333333,2,15
1088,Thematic,Unrelated,-500,10,0,0,15
1088,Function,Target,-450,11,0.13333333333333333,2,15
1088,Function,Competitor,-450,11,0.2,3,15
1088,Function,Unrelated,-450,11,0.1,3,15
1088,Thematic,Target,-450,11,0.2,3,15
1088,Thematic,Competitor,-450,11,0.2,3,15
1088,Thematic,Unrelated,-450,11,0.06666666666666667,2,15
1088,Function,Target,-400,12,0.13333333333333333,2,15
1088,Function,Competitor,-400,12,0.2,3,15
1088,Function,Unrelated,-400,12,0.13333333333333333,4,15
1088,Thematic,Target,-400,12,0.2,3,15
1088,Thematic,Competitor,-400,12,0.2,3,15
1088,Thematic,Unrelated,-400,12,0.1,3,15
1088,Function,Target,-350,13,0,0,15
1088,Function,Competitor,-350,13,0.13333333333333333,2,15
1088,Function,Unrelated,-350,13,0.2,6,15
1088,Thematic,Target,-350,13,0.2,3,15
1088,Thematic,Competitor,-350,13,0.2,3,15
1088,Thematic,Unrelated,-350,13,0.1,3,15
1088,Function,Target,-300,14,0,0,15
1088,Function,Competitor,-300,14,0.13333333333333333,2,15
1088,Function,Unrelated,-300,14,0.23333333333333334,7,15
1088,Thematic,Target,-300,14,0.2,3,15
1088,Thematic,Competitor,-300,14,0.26666666666666666,4,15
1088,Thematic,Unrelated,-300,14,0.16666666666666666,5,15
1088,Function,Target,-250,15,0,0,15
1088,Function,Competitor,-250,15,0.13333333333333333,2,15
1088,Function,Unrelated,-250,15,0.23333333333333334,7,15
1088,Thematic,Target,-250,15,0.26666666666666666,4,15
1088,Thematic,Competitor,-250,15,0.2,3,15
1088,Thematic,Unrelated,-250,15,0.2,6,15
1088,Function,Target,-200,16,0,0,15
1088,Function,Competitor,-200,16,0.06666666666666667,1,15
1088,Function,Unrelated,-200,16,0.3333333333333333,10,15
1088,Thematic,Target,-200,16,0.26666666666666666,4,15
1088,Thematic,Competitor,-200,16,0.13333333333333333,2,15
1088,Thematic,Unrelated,-200,16,0.2,6,15
1088,Function,Target,-150,17,0,0,15
1088,Function,Competitor,-150,17,0.06666666666666667,1,15
1088,Function,Unrelated,-150,17,0.3333333333333333,10,15
1088,Thematic,Target,-150,17,0.2,3,15
1088,Thematic,Competitor,-150,17,0.2,3,15
1088,Thematic,Unrelated,-150,17,0.16666666666666666,5,15
1088,Function,Target,-100,18,0,0,15
1088,Function,Competitor,-100,18,0.06666666666666667,1,15
1088,Function,Unrelated,-100,18,0.3,9,15
1088,Thematic,Target,-100,18,0.2,3,15
1088,Thematic,Competitor,-100,18,0.2,3,15
1088,Thematic,Unrelated,-100,18,0.13333333333333333,4,15
1088,Function,Target,-50,19,0,0,15
1088,Function,Competitor,-50,19,0.06666666666666667,1,15
1088,Function,Unrelated,-50,19,0.26666666666666666,8,15
1088,Thematic,Target,-50,19,0.13333333333333333,2,15
1088,Thematic,Competitor,-50,19,0.2,3,15
1088,Thematic,Unrelated,-50,19,0.06666666666666667,2,15
1088,Function,Target,0,20,0,0,15
1088,Function,Competitor,0,20,0.06666666666666667,1,15
1088,Function,Unrelated,0,20,0.2,6,15
1088,Thematic,Target,0,20,0.26666666666666666,4,15
1088,Thematic,Competitor,0,20,0.26666666666666666,4,15
1088,Thematic,Unrelated,0,20,0.06666666666666667,2,15
1088,Function,Target,50,21,0.06666666666666667,1,15
1088,Function,Competitor,50,21,0.06666666666666667,1,15
1088,Function,Unrelated,50,21,0.23333333333333334,7,15
1088,Thematic,Target,50,21,0.2,3,15
1088,Thematic,Competitor,50,21,0.26666666666666666,4,15
1088,Thematic,Unrelated,50,21,0.1,3,15
1088,Function,Target,100,22,0.06666666666666667,1,15
1088,Function,Competitor,100,22,0.06666666666666667,1,15
1088,Function,Unrelated,100,22,0.23333333333333334,7,15
1088,Thematic,Target,100,22,0.2,3,15
1088,Thematic,Competitor,100,22,0.26666666666666666,4,15
1088,Thematic,Unrelated,100,22,0.1,3,15
1088,Function,Target,150,23,0.06666666666666667,1,15
1088,Function,Competitor,150,23,0.06666666666666667,1,15
1088,Function,Unrelated,150,23,0.2,6,15
1088,Thematic,Target,150,23,0.2,3,15
1088,Thematic,Competitor,150,23,0.2,3,15
1088,Thematic,Unrelated,150,23,0.13333333333333333,4,15
1088,Function,Target,200,24,0.06666666666666667,1,15
1088,Function,Competitor,200,24,0.06666666666666667,1,15
1088,Function,Unrelated,200,24,0.2,6,15
1088,Thematic,Target,200,24,0.2,3,15
1088,Thematic,Competitor,200,24,0.2,3,15
