subjectid,gender,height,height_selfreport,weight,weight_selfreport,age,race
15076,Male,190.6,190.5,103.2,102.08711433756805,25,1
15078,Male,174,175.26,87,86.20689655172413,22,2
15079,Male,181.4,180.34,119.9,114.79128856624318,22,1
15080,Male,188.5,187.96,93,94.82758620689654,29,1
15081,Male,166,170.18,73.3,74.8638838475499,24,1
15082,Male,181.3,182.88,82.9,80.7622504537205,25,1
15083,Male,173.1,172.72,102.8,104.3557168784029,28,3
15084,Male,179,180.34,86.9,88.02177858439201,31,1
15086,Male,176.6,180.34,101.5,99.8185117967332,38,3
15087,Male,174.2,175.26,82.7,85.2994555353902,49,2
15089,Male,178.1,180.34,95.4,95.28130671506351,30,1
15091,Male,177.8,180.34,94,99.36479128856624,42,5
15092,Male,166.4,167.64000000000001,59.8,61.25226860254083,33,1
15093,Male,166.6,167.64000000000001,88.9,86.20689655172413,24,3
15094,Male,175.9,177.8,73.4,72.59528130671505,27,1
15096,Male,158.6,162.56,79.9,80.7622504537205,33,4
15097,Male,171.4,172.72,65.7,64.88203266787659,18,1
15098,Male,178,180.34,77.9,79.4010889292196,22,1
15102,Male,176.6,177.8,99.5,99.8185117967332,29,2
15105,Male,162.8,165.1,66.4,63.52087114337567,40,4
15106,Male,167.8,170.18,91,86.20689655172413,26,1
15110,Male,176.7,177.8,101.3,99.8185117967332,25,1
15111,Male,172.3,175.26,80.4,78.49364791288565,48,2
15112,Male,177.6,180.34,81.5,77.13248638838475,21,1
15115,Male,175.6,177.8,103.4,104.3557168784029,23,2
15116,Male,168.5,172.72,58.7,61.25226860254083,22,1
15117,Male,173.3,180.34,80.9,81.66969147005445,19,1
15119,Male,174,177.8,78.7,80.7622504537205,22,1
15120,Male,167.9,170.18,86.7,81.66969147005445,46,1
15121,Male,166.7,170.18,67.4,68.05807622504537,30,4
15122,Male,168,170.18,63.1,63.52087114337567,30,1
15123,Male,175.8,177.8,91,91.65154264972776,40,1
15124,Male,164.3,167.64000000000001,61.6,63.52087114337567,52,1
15126,Male,179,182.88,112.1,108.89292196007258,29,1
15127,Male,179.8,182.88,102,104.3557168784029,33,1
15128,Male,170.3,175.26,97.6,104.3557168784029,21,1
15130,Male,171.5,170.18,83.8,83.93829401088928,21,1
15132,Male,186.1,187.96,106.6,112.06896551724137,31,1
15133,Male,180.4,182.88,102.9,104.3557168784029,26,1
15135,Male,172,175.26,70.5,72.59528130671505,37,1
15136,Male,185,185.42000000000002,108.3,107.98548094373865,22,1
15137,Male,165.1,165.1,57.5,58.98366606170598,22,1
15139,Male,183.5,185.42000000000002,80.8,78.49364791288565,21,1
15140,Male,178.4,180.34,91.6,92.55898366606169,25,1
15141,Male,186.4,190.5,76.6,76.22504537205081,27,1
15142,Male,186.7,190.5,142.9,140.65335753176043,45,1
15143,Male,174.5,177.8,94.3,72.14156079854808,36,1
15144,Male,171.7,175.26,81.7,79.4010889292196,31,2
15145,Male,173.5,175.26,70.1,72.59528130671505,27,1
15146,Male,160.3,160.02,52.3,58.98366606170598,19,1
15148,Male,172.9,175.26,77.5,81.66969147005445,37,1
15149,Male,180.1,182.88,68.7,72.59528130671505,22,1
15150,Male,164.8,167.64000000000001,70.3,71.23411978221415,20,1
15151,Male,182.3,187.96,116.7,113.43012704174228,31,2
15153,Male,159.8,162.56,62,66.69691470054445,46,1
15176,Male,177.4,175.26,99,95.28130671506351,29,2
15177,Male,187,193.04,109.9,106.62431941923774,27,2
15178,Male,182.5,187.96,101.2,99.8185117967332,42,2
15180,Male,179.2,185.42000000000002,87.5,87.11433756805808,35,2
15181,Male,170.2,172.72,77.8,76.22504537205081,40,1
15182,Male,177.3,180.34,89.4,90.74410163339383,43,1
15185,Male,176.5,177.8,67.8,68.9655172413793,25,1
15186,Male,179,180.34,81.8,83.93829401088928,25,1
15187,Male,182.1,190.5,88.1,87.56805807622504,38,1
15188,Male,179.2,180.34,104.7,104.3557168784029,32,1
15189,Male,186.5,190.5,100.9,102.08711433756805,35,1
15191,Male,176.7,180.34,95.6,92.10526315789473,21,1
15192,Male,167.8,167.64000000000001,68.9,68.9655172413793,21,3
15194,Male,172.8,172.72,90.9,89.83666061705988,22,1
15195,Male,174.4,172.72,115.9,116.60617059891106,24,2
15196,Male,173,175.26,82.2,79.4010889292196,25,1
15198,Male,180,182.88,69.8,76.67876588021778,29,1
15199,Male,182.2,185.42000000000002,84.6,82.57713248638838,20,1
15200,Male,175.3,175.26,65.6,64.88203266787659,22,1
15201,Male,171.9,172.72,89.2,89.38294010889291,28,1
15203,Male,169.6,165.1,65.9,65.78947368421052,23,1
15205,Male,166,167.64000000000001,66.2,65.33575317604355,21,1
15207,Male,181.9,182.88,85.8,84.84573502722323,19,1
15208,Male,171.3,177.8,86.7,87.11433756805808,20,2
15209,Male,171.8,170.18,83.4,83.48457350272231,20,1
15210,Male,169.5,172.72,100.9,99.8185117967332,25,1
15211,Male,167.1,167.64000000000001,79.6,78.03992740471868,21,1
15212,Male,174.1,172.72,80.4,81.66969147005445,24,1
15213,Male,175.9,180.34,94.7,94.82758620689654,26,1
15214,Male,177,180.34,82.6,81.66969147005445,24,1
15215,Male,181.3,185.42000000000002,99.5,97.54990925589836,20,1
15216,Male,173.7,177.8,92.2,89.83666061705988,21,1
15218,Male,154.2,154.94,63.9,61.25226860254083,25,1
15220,Male,179.7,182.88,72,68.05807622504537,19,1
15221,Male,168.5,170.18,77.1,78.49364791288565,31,1
15222,Male,170,170.18,80,80.30852994555353,48,1
15223,Male,161.2,162.56,78.2,74.8638838475499,40,1
15224,Male,175.8,177.8,73.4,74.8638838475499,26,1
15225,Male,166.6,167.64000000000001,110.3,104.3557168784029,43,1
15226,Male,175.2,180.34,105.4,101.1796733212341,21,3
15227,Male,174.9,172.72,85.1,78.49364791288565,26,1
15229,Male,182.4,185.42000000000002,95.9,98.91107078039927,22,1
15230,Male,176.7,177.8,79.8,77.58620689655172,21,1
15231,Male,180.2,185.42000000000002,84.3,83.93829401088928,22,1
15232,Male,181.7,185.42000000000002,91.4,90.74410163339383,21,1
15233,Male,177.2,180.34,68.6,74.8638838475499,21,4
15235,Male,177.7,182.88,88.9,90.74410163339383,21,1
15237,Male,171.5,172.72,75.8,77.13248638838475,23,1
15239,Male,179.2,182.88,77.7,79.4010889292196,20,1
15240,Male,184.9,187.96,98.6,102.08711433756805,28,1
15243,Male,175,177.8,75.1,72.59528130671505,20,1
15244,Male,176,177.8,80.9,79.4010889292196,28,1
15246,Male,193.8,195.58,96,96.18874773139746,24,2
15247,Male,184.9,190.5,97,95.28130671506351,27,1
15248,Male,172.7,172.72,84.6,81.66969147005445,27,1
15249,Male,180.9,180.34,81.9,81.66969147005445,23,1
15251,Male,184,185.42000000000002,96.3,98.00362976406532,30,1
15252,Male,178.5,180.34,92,95.73502722323049,47,2
15253,Male,174.5,172.72,82.7,74.8638838475499,20,2
15256,Male,173.2,177.8,81.1,83.03085299455535,24,2
15257,Male,171.3,175.26,87.8,90.74410163339383,24,1
15259,Male,164.4,167.64000000000001,57.9,61.25226860254083,22,4
15260,Male,178.6,182.88,96.7,98.91107078039927,20,2
15261,Male,183.5,185.42000000000002,98.2,101.1796733212341,22,1
15263,Male,176.3,180.34,100.1,98.45735027223229,27,1
15264,Male,168.7,170.18,78.4,77.13248638838475,26,1
15275,Male,185.5,187.96,85.8,86.20689655172413,25,1
15276,Male,172,175.26,93.3,90.74410163339383,20,1
15279,Male,157.2,165.1,67.5,75.77132486388385,26,3
15280,Male,171.5,172.72,66.8,65.78947368421052,26,1
15282,Male,165.8,167.64000000000001,80.2,81.66969147005445,29,2
15283,Male,172,175.26,80.4,77.58620689655172,34,1
15284,Male,177.7,182.88,92.5,83.93829401088928,20,1
15285,Male,163.8,167.64000000000001,77.8,74.8638838475499,24,2
15286,Male,190.2,182.88,105.7,106.62431941923774,41,1
15287,Male,179.3,180.34,90.1,90.74410163339383,37,1
15289,Male,179.9,182.88,77.2,77.13248638838475,20,1
15290,Male,182.6,187.96,90.4,93.92014519056261,24,1
15291,Male,183,185.42000000000002,90.1,90.74410163339383,43,1
15294,Male,175.5,152.4,96.1,95.28130671506351,34,1
15295,Male,186.5,190.5,101.7,99.8185117967332,33,1
15298,Male,180.6,182.88,89.7,88.02177858439201,40,1
15300,Male,179.2,180.34,91.6,93.01270417422867,29,1
15301,Male,177.7,182.88,74.4,72.59528130671505,39,3
15304,Male,185.4,190.5,82.8,86.20689655172413,26,2
15306,Male,181.9,182.88,80.6,81.66969147005445,37,1
15309,Male,181,182.88,84.1,84.39201451905626,21,2
15327,Male,168.2,170.18,79.4,79.4010889292196,41,1
15366,Male,184.5,182.88,99.2,99.8185117967332,30,1
15373,Male,185.2,187.96,106.3,105.7168784029038,38,2
15375,Male,169.1,170.18,74.9,77.13248638838475,35,2
15381,Male,173.8,177.8,80.4,79.4010889292196,26,1
15384,Male,171.1,172.72,72.6,70.32667876588022,37,1
15388,Male,175.2,177.8,75.6,77.13248638838475,22,3
15390,Male,172.9,175.26,78.3,74.8638838475499,33,1
15392,Male,164,162.56,63.9,63.52087114337567,30,1
15395,Male,167,167.64000000000001,64.3,61.25226860254083,37,1
15396,Male,175.9,175.26,84.6,82.57713248638838,29,1
15404,Male,182.8,182.88,92,91.19782214156079,42,1
15415,Male,165.1,165.1,74,74.8638838475499,31,3
15421,Male,178.5,182.88,91.6,90.74410163339383,32,1
15422,Male,187.1,193.04,105.1,104.3557168784029,29,1
15427,Male,169.4,172.72,75.4,78.03992740471868,36,2
15429,Male,178.5,180.34,95.6,90.74410163339383,31,1
15433,Male,170.6,175.26,68.4,72.59528130671505,26,2
15435,Male,170,170.18,72.6,70.32667876588022,47,1
15442,Male,159.7,160.02,72.1,71.68784029038112,32,1
15443,Male,182.7,185.42000000000002,96.2,94.37386569872957,30,1
15444,Male,173.6,172.72,65,68.05807622504537,22,4
15447,Male,179.8,182.88,96.7,94.37386569872957,35,1
15450,Male,170.7,172.72,97.5,94.82758620689654,53,1
15453,Male,178.1,180.34,99.2,99.8185117967332,37,1
15454,Male,170,167.64000000000001,79.8,76.22504537205081,42,1
15455,Male,182.8,185.42000000000002,101.7,102.54083484573502,44,2
15456,Male,171.4,175.26,108.2,102.08711433756805,26,1
15458,Male,184.2,187.96,107.7,106.62431941923774,23,1
15461,Male,190.9,190.5,129.2,120.23593466424681,24,1
15464,Male,172.6,175.26,66.1,67.15063520871144,24,1
15467,Male,172.6,175.26,72.8,74.8638838475499,22,3
15468,Male,167,170.18,65.7,71.23411978221415,29,3
15469,Male,190,190.5,79.2,78.49364791288565,22,1
15470,Male,163,165.1,78.1,77.13248638838475,25,1
15476,Male,177.9,177.8,114.5,115.69872958257713,39,1
15483,Male,184.9,187.96,115.1,112.06896551724137,39,1
15484,Male,179.6,180.34,91.6,89.83666061705988,31,1
15487,Male,182.2,182.88,104.4,103.44827586206895,36,1
15488,Male,163.5,165.1,66.4,68.05807622504537,25,6
15491,Male,171,172.72,88.4,87.56805807622504,37,3
15492,Male,170.3,167.64000000000001,86.6,87.56805807622504,38,1
15494,Male,174.9,175.26,91.2,92.10526315789473,29,1
15495,Male,174.2,175.26,80.2,78.03992740471868,35,1
15499,Male,168.7,170.18,79.6,79.4010889292196,37,4
15500,Male,173.1,175.26,71.7,71.68784029038112,38,3
15502,Male,193.1,190.5,82.1,86.20689655172413,31,1
15503,Male,177.5,180.34,91.6,81.66969147005445,39,1
15504,Male,183,182.88,80.9,79.4010889292196,36,2
15506,Male,174,175.26,99.7,97.54990925589836,42,1
15507,Male,184.7,187.96,89.5,90.74410163339383,22,1
15508,Male,164.7,167.64000000000001,91.9,92.10526315789473,31,2
15509,Male,192.8,195.58,96.3,97.54990925589836,28,1
15514,Male,178.2,177.8,82,83.93829401088928,21,1
15517,Male,178.1,180.34,71.9,72.59528130671505,25,1
15522,Male,176.1,175.26,82.8,81.66969147005445,28,1
15528,Male,172.8,177.8,68.3,70.78039927404718,34,1
15535,Male,170.5,172.72,82.8,82.57713248638838,33,1
15540,Male,172.9,177.8,62.8,63.52087114337567,28,1
15549,Male,175.2,180.34,89.4,83.93829401088928,31,2
15554,Male,177.6,177.8,92.8,90.74410163339383,38,1
15560,Male,164.3,167.64000000000001,55.5,58.07622504537205,29,6
15561,Male,157,160.02,61.8,61.25226860254083,28,3
15571,Male,172.5,172.72,83.4,83.03085299455535,31,1
15604,Male,181,182.88,80.6,81.66969147005445,24,1
15607,Male,181.4,187.96,95.5,93.92014519056261,25,1
15608,Male,174.4,175.26,104.1,104.3557168784029,35,2
15611,Male,177.6,177.8,101.2,102.08711433756805,25,2
15612,Male,181.9,182.88,134.5,136.11615245009074,28,1
15615,Male,171.5,172.72,93.7,88.47549909255898,30,1
15619,Male,182.6,182.88,75.1,74.8638838475499,20,1
15625,Male,176.3,175.26,80.8,83.93829401088928,33,1
15629,Male,184.2,185.42000000000002,76.4,79.4010889292196,26,1
15632,Male,172.8,175.26,102.7,102.08711433756805,31,2
15638,Male,182.7,182.88,87.9,90.74410163339383,22,3
15639,Male,168,172.72,87.4,91.19782214156079,23,4
15641,Male,182.2,187.96,100.8,96.18874773139746,19,1
15646,Male,161.4,162.56,71.4,69.41923774954627,23,3
15651,Male,175.7,180.34,70.2,73.502722323049,25,1
15658,Male,174.3,180.34,92.7,90.74410163339383,21,3
15662,Male,177.7,180.34,80.6,79.85480943738656,28,1
15667,Male,177.5,180.34,94.4,93.46642468239564,28,1
15676,Male,188.9,193.04,85.7,81.66969147005445,34,1
15682,Male,178.8,180.34,63.8,65.78947368421052,25,1
15684,Male,165.7,165.1,73.6,74.41016333938293,30,3
15700,Male,171.3,172.72,76.9,77.13248638838475,33,1
15704,Male,168.5,167.64000000000001,92.7,88.47549909255898,39,1
15720,Male,177.4,180.34,93.7,90.74410163339383,24,1
15721,Male,173.7,175.26,94,83.48457350272231,34,5
15724,Male,179,182.88,106,106.17059891107077,21,1
15725,Male,174.7,177.8,79.9,68.05807622504537,20,2
15728,Male,187.7,187.96,95.4,95.28130671506351,30,1
15729,Male,185.4,185.42000000000002,110.3,104.3557168784029,27,1
15731,Male,185.4,185.42000000000002,97.4,95.28130671506351,24,1
15733,Male,179.9,182.88,118,113.43012704174228,22,2
15735,Male,164.2,165.1,76,72.59528130671505,27,3
15738,Male,178.4,177.8,99.7,95.28130671506351,38,1
15740,Male,173.9,175.26,91.8,88.47549909255898,34,1
15744,Male,173,175.26,87,81.66969147005445,32,2
15756,Male,175.6,177.8,87.3,83.93829401088928,33,3
15759,Male,175.7,175.26,71.7,70.32667876588022,25,3
15763,Male,176.8,180.34,99.2,97.54990925589836,31,1
15781,Male,168.8,167.64000000000001,77.9,76.22504537205081,31,2
15782,Male,180.5,182.88,119.3,116.1524500907441,37,1
15784,Male,172.5,175.26,80.3,74.8638838475499,33,1
15786,Male,181.7,182.88,91.6,93.01270417422867,31,1
15790,Male,187.9,190.5,90.8,90.74410163339383,34,1
15793,Male,173.4,175.26,86.1,86.20689655172413,41,1
15796,Male,178.8,180.34,101.1,102.08711433756805,38,1
15799,Male,180.7,182.88,76.9,79.4010889292196,31,1
15800,Male,172.7,175.26,63,63.52087114337567,23,1
15802,Male,175.5,177.8,98.4,98.45735027223229,23,1
15804,Male,187.2,185.42000000000002,83.5,81.66969147005445,25,1
15807,Male,171.7,175.26,65.1,68.05807622504537,29,1
15814,Male,181,180.34,111.5,106.62431941923774,25,1
15821,Male,170.3,170.18,78,75.77132486388385,46,1
15823,Male,179,180.34,89.1,86.20689655172413,34,1
15824,Male,170.5,172.72,92,89.83666061705988,40,3
15825,Male,183.3,185.42000000000002,74.1,81.66969147005445,40,1
15827,Male,182.9,185.42000000000002,116.1,102.08711433756805,27,1
15828,Male,184.2,187.96,90.2,93.01270417422867,27,1
15831,Male,162,162.56,71,69.87295825771324,21,3
15853,Male,172.1,175.26,70.4,69.87295825771324,21,2
15858,Male,172.8,177.8,65.3,70.78039927404718,22,1
15862,Male,176.7,180.34,64.6,67.15063520871144,26,4
15872,Male,169.7,170.18,82.3,81.66969147005445,26,1
15876,Male,163.4,165.1,65.5,66.24319419237749,35,4
15883,Male,177.2,177.8,92.1,90.74410163339383,27,1
15889,Male,187.7,190.5,74.1,73.95644283121597,25,1
15892,Male,178.2,177.8,73.7,68.05807622504537,26,1
15902,Male,180,182.88,103.5,104.3557168784029,25,1
15903,Male,175.4,180.34,81.1,81.66969147005445,25,1
15907,Male,191,193.04,125.3,127.04174228675134,27,1
15908,Male,172.3,172.72,82.1,82.12341197822141,41,1
15909,Male,165.1,165.1,69.5,70.32667876588022,21,1
15910,Male,188.6,190.5,117.6,112.52268602540833,38,1
15911,Male,166.8,170.18,79.6,78.49364791288565,23,1
15914,Male,168.8,167.64000000000001,76.1,75.77132486388385,37,1
15919,Male,179.5,180.34,70.1,72.59528130671505,32,1
15920,Male,174.4,175.26,82.4,83.93829401088928,22,1
15922,Male,169.3,170.18,95.3,83.93829401088928,40,1
15923,Male,167.8,170.18,61,61.25226860254083,23,1
15924,Male,174,175.26,97.2,95.28130671506351,23,1
15925,Male,172.3,172.72,88.1,88.47549909255898,27,1
15927,Male,173.4,172.72,74.9,74.8638838475499,24,1
15929,Male,186.8,193.04,99.8,99.8185117967332,26,1
15932,Male,167.7,172.72,93.9,89.38294010889291,29,1
15933,Male,167.8,170.18,103,104.3557168784029,27,1
15934,Male,177.9,180.34,119.4,113.43012704174228,23,1
15936,Male,175.3,175.26,88.6,85.2994555353902,38,3
15938,Male,182.9,182.88,90.8,88.47549909255898,22,1
15939,Male,190,190.5,104,102.08711433756805,29,2
15940,Male,181.6,182.88,83.1,82.57713248638838,25,1
15941,Male,187.1,187.96,124,124.77313974591651,29,1
15942,Male,170.2,175.26,69.7,70.32667876588022,38,1
15943,Male,175.4,175.26,75.7,72.59528130671505,25,2
15945,Male,165.9,167.64000000000001,93.2,93.92014519056261,25,1
15948,Male,172.5,172.72,73.5,74.8638838475499,29,1
15949,Male,171.7,172.72,111.6,104.3557168784029,40,1
15950,Male,177,177.8,92,89.83666061705988,29,1
15953,Male,185,185.42000000000002,70,68.05807622504537,45,1
15954,Male,177.9,177.8,90.6,92.55898366606169,42,1
15955,Male,184.9,187.96,102.5,106.62431941923774,37,1
15956,Male,180.9,180.34,109.9,108.89292196007258,37,1
15957,Male,171,172.72,76.5,74.8638838475499,22,2
15964,Male,171.5,172.72,99,95.28130671506351,20,2
15967,Male,162.9,165.1,78,75.77132486388385,26,3
15970,Male,167.4,167.64000000000001,82.5,83.03085299455535,30,3
15979,Male,183.4,185.42000000000002,102.8,102.08711433756805,36,1
15982,Male,181.3,185.42000000000002,95.8,93.01270417422867,27,1
15988,Male,176.9,177.8,91.8,89.83666061705988,26,1
15996,Male,185.3,187.96,112.7,104.3557168784029,45,1
15998,Male,175,175.26,78.1,79.85480943738656,50,4
16005,Male,172.1,172.72,63.4,63.52087114337567,26,1
16008,Male,170.6,175.26,99.8,90.74410163339383,29,1
16012,Male,167.3,167.64000000000001,64.7,65.78947368421052,30,1
16016,Male,171.5,172.72,69,70.32667876588022,30,3
16018,Male,177,177.8,83.5,77.58620689655172,31,1
16022,Male,168.2,172.72,66.1,67.6043557168784,33,1
16025,Male,178.2,180.34,84.4,86.20689655172413,31,1
16028,Male,174.8,175.26,83.9,81.66969147005445,23,1
16029,Male,189.5,195.58,137.1,136.11615245009074,23,1
16032,Male,178.2,180.34,88.8,88.47549909255898,22,1
16033,Male,169.9,172.72,64.7,64.42831215970962,43,1
16034,Male,185.9,185.42000000000002,71.9,72.59528130671505,47,1
16035,Male,176.3,180.34,82.7,81.66969147005445,32,2
16040,Male,179,185.42000000000002,90.3,81.66969147005445,27,1
16041,Male,179.9,182.88,105.7,104.3557168784029,22,1
16042,Male,181.9,182.88,116.2,115.69872958257713,29,3
16043,Male,171.6,175.26,86,80.7622504537205,36,1
16044,Male,173.2,172.72,96.3,95.73502722323049,40,1
16045,Male,182.3,185.42000000000002,104.5,104.3557168784029,22,1
16046,Male,164.1,167.64000000000001,88.2,85.2994555353902,22,1
16087,Male,170.4,172.72,87.4,88.47549909255898,22,2
16156,Male,189,190.5,122.5,117.96733212341196,29,3
16160,Male,165.3,167.64000000000001,72.3,73.502722323049,19,3
16165,Male,180.3,185.42000000000002,77.3,77.13248638838475,22,2
16175,Male,168.3,170.18,78.6,77.13248638838475,41,4
16179,Male,182.2,182.88,97.2,95.28130671506351,29,4
16180,Male,181.2,182.88,105.2,103.44827586206895,26,2
16192,Male,179,180.34,85.5,83.03085299455535,43,2
16198,Male,179.7,182.88,98.2,90.74410163339383,37,1
16201,Male,179.6,182.88,69.4,69.41923774954627,21,2
16214,Male,165.4,165.1,96.8,97.09618874773139,35,2
16224,Male,171.4,167.64000000000001,82.1,83.48457350272231,21,3
16234,Male,177.4,177.8,91,90.74410163339383,30,1
16239,Male,174.4,175.26,94,95.28130671506351,32,2
16240,Male,186.3,187.96,104.1,104.80943738656987,19,2
16244,Male,177.2,182.88,99.6,99.8185117967332,34,1
16251,Male,178.8,182.88,99.6,98.91107078039927,26,2
16263,Male,170.9,175.26,70.5,70.32667876588022,20,3
16265,Male,169.2,172.72,67,70.32667876588022,26,1
16266,Male,180.9,180.34,107.3,97.54990925589836,25,1
16284,Male,170.8,172.72,96.1,96.64246823956442,31,3
16291,Male,171,170.18,59.9,60.798548094373864,39,3
16294,Male,174.6,177.8,85.9,85.75317604355716,38,3
16295,Male,179.8,185.42000000000002,97.1,97.54990925589836,23,3
16297,Male,176.5,180.34,90.6,81.66969147005445,27,3
16303,Male,177.2,182.88,72.1,70.78039927404718,20,1
16310,Male,184.2,185.42000000000002,98.1,97.54990925589836,35,1
16313,Male,179.2,185.42000000000002,88.6,86.20689655172413,28,1
16329,Male,172.8,175.26,68.9,70.32667876588022,36,1
16330,Male,182.5,185.42000000000002,81.8,81.66969147005445,39,4
16335,Male,173.2,172.72,95.2,90.74410163339383,40,2
16336,Male,187,187.96,88.2,88.47549909255898,29,3
16338,Male,164.9,165.1,90.5,88.47549909255898,31,2
16340,Male,170.1,172.72,94.1,93.01270417422867,30,1
16345,Male,180,185.42000000000002,67,70.32667876588022,26,1
16350,Male,174.5,177.8,84.8,84.84573502722323,28,1
16362,Male,165.4,167.64000000000001,83.3,81.66969147005445,26,3
16365,Male,184.7,185.42000000000002,86.1,86.20689655172413,29,1
16366,Male,173.5,177.8,83.2,83.48457350272231,23,5
16367,Male,173.4,175.26,84.8,86.20689655172413,39,2
16370,Male,194.2,195.58,97.2,95.28130671506351,31,2
16371,Male,191.9,193.04,84.7,83.93829401088928,22,2
16372,Male,174.2,172.72,97.7,87.56805807622504,25,2
16373,Male,176.6,180.34,119.5,108.89292196007258,36,2
16386,Male,168.6,167.64000000000001,58.5,62.15970961887477,26,1
16387,Male,189,187.96,114.4,117.96733212341196,27,1
16391,Male,175.1,175.26,97.5,98.45735027223229,32,1
16397,Male,175.2,177.8,77.5,79.4010889292196,34,3
16403,Male,184.7,187.96,89.7,82.12341197822141,26,1
16405,Male,177.4,177.8,93.8,86.20689655172413,25,1
16406,Male,188.2,190.5,110.6,111.16152450090743,39,1
16412,Male,179.4,182.88,89.4,88.47549909255898,24,1
16415,Male,194,195.58,101.1,102.08711433756805,38,1
16416,Male,191.1,193.04,118,120.23593466424681,23,1
16417,Male,178.8,182.88,79.1,77.13248638838475,20,1
16418,Male,177.4,177.8,127.3,113.43012704174228,26,1
16420,Male,166,167.64000000000001,85.4,84.84573502722323,44,3
16421,Male,171.3,172.72,76.8,77.13248638838475,25,1
16422,Male,176.7,182.88,83.7,81.66969147005445,33,1
16427,Male,178.1,180.34,85.9,85.2994555353902,31,1
16428,Male,177.3,177.8,94,93.01270417422867,30,1
16433,Male,180.4,182.88,96.6,95.28130671506351,27,1
16434,Male,170.2,170.18,65.3,66.69691470054445,37,3
16435,Male,180.9,182.88,77.3,78.03992740471868,27,1
16439,Male,179.7,177.8,123.5,122.50453720508166,28,1
16441,Male,187.9,190.5,84.2,90.74410163339383,23,1
16444,Male,186.2,185.42000000000002,101.2,104.3557168784029,26,1
16448,Male,176.7,175.26,77.5,79.4010889292196,23,1
16449,Male,177.1,177.8,94,90.74410163339383,23,1
16450,Male,174.8,175.26,95.8,95.73502722323049,22,1
16451,Male,170.3,170.18,76,74.8638838475499,36,1
16454,Male,174.3,175.26,90.6,79.4010889292196,26,2
16455,Male,179.8,182.88,97.3,97.54990925589836,27,1
16457,Male,188.9,190.5,112.9,113.43012704174228,25,1
16460,Male,179.2,180.34,89.5,95.28130671506351,19,1
16463,Male,174.1,175.26,64,65.78947368421052,27,1
16464,Male,167.9,170.18,74.5,74.8638838475499,22,1
16465,Male,180.3,182.88,82.3,87.56805807622504,27,3
16466,Male,170.2,170.18,88.2,87.11433756805808,28,1
16469,Male,170.7,170.18,58.2,61.25226860254083,46,1
16470,Male,180.7,182.88,102.6,102.08711433756805,22,1
16471,Male,177.4,180.34,82.5,81.66969147005445,28,1
16472,Male,177.4,180.34,72.2,72.59528130671505,29,1
16474,Male,179.5,182.88,89.6,90.74410163339383,20,1
16487,Male,178.7,180.34,57.2,58.98366606170598,28,4
16489,Male,174.3,177.8,95.8,97.54990925589836,28,1
16490,Male,183.5,185.42000000000002,80.8,85.75317604355716,28,1
16491,Male,183.8,187.96,82.4,80.7622504537205,28,3
16492,Male,174.5,175.26,76.1,79.4010889292196,26,2
16493,Male,179.8,180.34,88.7,88.02177858439201,18,2
16497,Male,172,172.72,68.2,68.05807622504537,23,1
16498,Male,168.7,170.18,102.5,97.54990925589836,25,1
16500,Male,184.4,190.5,86,88.47549909255898,38,1
16501,Male,169.3,172.72,64.5,63.52087114337567,19,1
16599,Male,167.4,175.26,74.3,75.77132486388385,46,2
16602,Male,178.6,180.34,82.5,81.66969147005445,31,4
16605,Male,174,177.8,68.8,70.32667876588022,21,1
16606,Male,182.7,190.5,88.9,93.92014519056261,26,1
16609,Male,178.3,177.8,100.7,97.54990925589836,40,3
16611,Male,186.8,190.5,84.6,88.47549909255898,25,1
16613,Male,185.8,187.96,89.2,88.47549909255898,37,1
16614,Male,169.6,172.72,77.3,74.8638838475499,35,1
16620,Male,183.6,185.42000000000002,100.5,102.99455535390199,23,1
16623,Male,172.1,172.72,87.5,88.47549909255898,27,1
16624,Male,176.7,180.34,65,68.9655172413793,26,1
16625,Male,176.9,177.8,61.1,62.61343012704174,24,1
16626,Male,163.8,165.1,72.1,72.59528130671505,22,3
16629,Male,157.2,160.02,59.2,61.25226860254083,42,3
16639,Male,187.8,190.5,118.6,115.69872958257713,22,3
16652,Male,173,172.72,61.3,61.25226860254083,19,1
16662,Male,171.4,175.26,90.1,82.57713248638838,24,1
16663,Male,172.2,172.72,83.2,81.66969147005445,29,1
16664,Male,171,172.72,89.5,90.74410163339383,22,3
16674,Male,183.8,185.42000000000002,67,68.9655172413793,26,4
16684,Male,183,185.42000000000002,101.6,99.8185117967332,22,1
16685,Male,182.2,185.42000000000002,83.3,84.39201451905626,23,1
16689,Male,183.6,185.42000000000002,105.1,104.3557168784029,35,1
16723,Male,172,172.72,70.4,70.32667876588022,22,1
16732,Male,176.5,175.26,83.6,83.93829401088928,33,1
16733,Male,176,177.8,68.2,72.59528130671505,20,1
16734,Male,179.3,182.88,77.5,79.4010889292196,31,1
16735,Male,172.5,175.26,85.1,83.93829401088928,39,1
16736,Male,178.3,177.8,81.7,81.66969147005445,40,4
16737,Male,183.2,185.42000000000002,92.2,90.74410163339383,44,1
16738,Male,177.4,180.34,88.3,89.38294010889291,46,1
16740,Male,173.5,177.8,76.1,80.7622504537205,43,1
16741,Male,177.3,180.34,80.6,79.4010889292196,26,2
16745,Male,181,182.88,91.8,90.74410163339383,27,1
16746,Male,164.1,165.1,88.8,81.66969147005445,22,1
